OrderID,CustomerID,ProductID,Quantity,OrderDate,PaymentMethod,OrderStatus,Discount,Rating
O00432,C285,P030,7,2025-04-08,Card,Shipped,5,4
O00433,C005,P023,3,2025-04-18,Net Banking,Shipped,20,5
O00434,C162,P025,8,2025-03-18,Cash,Delivered,15,1
O00435,C084,P057,1,2025-02-25,Cash,Returned,0,4
O00436,C172,P039,5,2025-04-03,Cash,Cancelled,10,1
O00437,C211,P013,2,2025-03-31,Card,Shipped,10,3
O00438,C167,P052,9,2025-05-05,Net Banking,Delivered,15,5
O00439,C147,P071,8,2025-06-11,Card,Shipped,10,4
O00440,C293,P072,7,2025-01-19,UPI,Shipped,10,2
O00441,C161,P007,6,2025-06-17,Cash,Cancelled,20,4
O00442,C139,P075,8,2025-04-03,Net Banking,Returned,5,2
O00443,C012,P037,3,2025-03-02,Cash,Delivered,5,2
O00444,C204,P067,2,2025-01-25,UPI,Returned,20,1
O00445,C014,P074,7,2025-05-15,UPI,Delivered,10,5
O00446,C080,P015,2,2025-06-17,Net Banking,Cancelled,5,2
O00447,C146,P037,8,2025-06-10,Card,Shipped,20,2
O00448,C015,P046,1,2025-06-19,Cash,Cancelled,15,4
O00449,C277,P042,5,2025-05-21,Net Banking,Shipped,20,2
O00450,C234,P018,10,2025-04-22,Cash,Cancelled,15,5
O00451,C117,P015,2,2025-04-24,Cash,Cancelled,15,3
O00452,C080,P031,5,2025-01-03,UPI,Shipped,10,3
O00453,C241,P002,9,2025-01-03,Net Banking,Returned,10,1
O00454,C221,P059,5,2025-06-02,Card,Delivered,20,3
O00455,C097,P060,7,2025-05-24,Net Banking,Returned,5,2
O00456,C200,P011,7,2025-02-26,Cash,Delivered,15,2
O00457,C265,P057,10,2025-06-27,Cash,Cancelled,20,3
O00458,C212,P075,4,2025-01-18,Card,Shipped,10,1
O00459,C234,P065,10,2025-04-26,Cash,Returned,5,3
O00460,C010,P004,3,2025-01-13,UPI,Shipped,0,3
O00461,C138,P014,3,2025-04-23,UPI,Shipped,0,2
O00462,C008,P008,8,2025-02-25,Cash,Returned,10,4
O00463,C191,P050,8,2025-06-28,UPI,Cancelled,0,2
O00464,C029,P006,5,2025-04-11,UPI,Returned,5,2
O00465,C129,P005,7,2025-01-04,UPI,Shipped,15,4
O00466,C127,P009,1,2025-02-20,Net Banking,Delivered,20,2
O00467,C243,P035,7,2025-06-24,Cash,Cancelled,5,1
O00468,C282,P008,9,2025-02-01,Cash,Returned,10,2
O00469,C185,P002,1,2025-06-20,Card,Delivered,5,4
O00470,C167,P043,1,2025-02-12,Cash,Delivered,15,2
O00471,C005,P047,1,2025-05-29,Net Banking,Shipped,10,1
O00472,C128,P009,3,2025-05-08,UPI,Cancelled,0,1
O00473,C183,P035,3,2025-06-29,UPI,Shipped,15,2
O00474,C163,P055,9,2025-06-15,Cash,Returned,5,1
O00475,C194,P029,6,2025-02-04,Cash,Delivered,15,4
O00476,C287,P012,5,2025-05-19,Net Banking,Shipped,20,2
O00477,C279,P003,6,2025-03-24,Net Banking,Cancelled,20,5
O00478,C083,P055,2,2025-05-16,Card,Returned,10,3
O00479,C278,P004,6,2025-04-27,UPI,Returned,5,1
O00480,C187,P055,10,2025-03-03,Cash,Delivered,20,4
O00481,C098,P059,9,2025-06-24,Net Banking,Shipped,20,3
O00482,C166,P033,7,2025-06-14,Cash,Delivered,0,5
O00483,C035,P036,1,2025-02-03,Card,Delivered,5,1
O00484,C249,P043,4,2025-01-26,UPI,Returned,15,5
O00485,C132,P004,1,2025-04-04,Card,Delivered,0,2
O00486,C252,P009,2,2025-04-30,UPI,Cancelled,20,4
O00487,C189,P040,1,2025-06-07,Cash,Delivered,0,3
O00488,C040,P061,4,2025-05-13,UPI,Delivered,5,5
O00489,C198,P004,4,2025-02-19,Card,Shipped,20,5
O00490,C213,P046,2,2025-06-13,Cash,Returned,15,1
O00491,C086,P029,3,2025-05-21,Net Banking,Cancelled,5,5
O00492,C227,P068,6,2025-03-22,Cash,Cancelled,15,4
O00493,C166,P042,10,2025-03-03,Card,Returned,20,3
O00494,C185,P011,8,2025-04-25,Net Banking,Delivered,0,3
O00495,C009,P042,9,2025-02-04,Cash,Delivered,10,2
O00496,C110,P047,6,2025-01-06,Cash,Shipped,0,1
O00497,C236,P056,6,2025-02-09,Card,Cancelled,10,5
O00498,C128,P031,4,2025-03-07,Cash,Delivered,20,4
O00499,C292,P043,4,2025-01-20,Cash,Returned,5,4
O00500,C296,P068,2,2025-06-02,Cash,Delivered,20,4
O00501,C041,P071,1,2025-03-27,Cash,Returned,15,1
O00502,C117,P073,10,2025-01-03,Net Banking,Delivered,10,5
O00503,C022,P047,6,2025-05-19,Card,Cancelled,20,2
O00504,C079,P062,1,2025-06-22,Net Banking,Returned,20,5
O00505,C259,P043,2,2025-02-26,Net Banking,Cancelled,15,2
O00506,C068,P065,6,2025-01-22,Net Banking,Delivered,20,4
O00507,C135,P017,2,2025-04-13,Net Banking,Shipped,5,4
O00508,C287,P042,4,2025-05-05,Net Banking,Shipped,20,5
O00509,C269,P061,4,2025-03-04,UPI,Cancelled,15,3
O00510,C295,P074,2,2025-01-29,Net Banking,Returned,10,3
O00511,C098,P070,6,2025-03-30,UPI,Cancelled,5,3
O00512,C227,P051,10,2025-02-07,Net Banking,Delivered,5,2
O00513,C192,P062,3,2025-01-22,UPI,Delivered,5,5
O00514,C076,P016,5,2025-01-04,Cash,Delivered,10,4
O00515,C242,P044,1,2025-03-26,Card,Shipped,5,5
O00516,C268,P051,5,2025-05-21,Net Banking,Shipped,0,4
O00517,C299,P053,9,2025-01-12,Cash,Shipped,0,3
O00518,C103,P052,10,2025-03-11,UPI,Returned,0,1
O00519,C199,P004,5,2025-06-19,Cash,Delivered,0,3
O00520,C198,P010,4,2025-04-08,UPI,Cancelled,15,5
O00521,C273,P039,2,2025-02-17,Card,Returned,20,1
O00522,C021,P031,4,2025-05-16,Cash,Cancelled,15,4
O00523,C081,P011,1,2025-03-30,Cash,Cancelled,10,2
O00524,C257,P069,5,2025-01-16,Cash,Returned,0,5
O00525,C144,P011,4,2025-02-08,Cash,Returned,5,1
O00526,C196,P039,9,2025-06-23,Card,Returned,5,5
O00527,C079,P038,7,2025-03-21,Cash,Returned,20,2
O00528,C106,P007,3,2025-05-29,Card,Shipped,10,5
O00529,C070,P064,7,2025-02-07,Card,Cancelled,0,5
O00530,C273,P070,2,2025-02-17,Cash,Shipped,0,3
O00531,C212,P053,7,2025-03-19,Net Banking,Cancelled,5,2
O00532,C055,P049,3,2025-02-17,UPI,Cancelled,20,5
O00533,C119,P055,10,2025-03-01,Card,Delivered,10,1
O00534,C245,P027,3,2025-05-09,Net Banking,Cancelled,5,4
O00535,C252,P042,8,2025-02-05,Card,Shipped,5,1
O00536,C210,P031,1,2025-03-11,Net Banking,Shipped,5,2
O00537,C034,P002,3,2025-04-23,Net Banking,Cancelled,15,2
O00538,C219,P040,7,2025-01-11,Net Banking,Cancelled,15,5
O00539,C293,P012,10,2025-05-18,UPI,Delivered,15,4
O00540,C022,P021,4,2025-05-13,Net Banking,Delivered,20,4
O00541,C265,P019,1,2025-02-18,Cash,Returned,15,3
O00542,C147,P015,8,2025-02-12,Net Banking,Cancelled,20,1
O00543,C265,P068,3,2025-04-29,Net Banking,Delivered,20,1
O00544,C093,P065,10,2025-06-28,Card,Returned,15,3
O00545,C231,P057,1,2025-02-15,Net Banking,Shipped,15,1
O00546,C129,P035,6,2025-06-27,Card,Delivered,0,1
O00547,C231,P026,6,2025-01-22,Net Banking,Shipped,15,5
O00548,C195,P043,1,2025-02-13,Cash,Shipped,5,2
O00549,C092,P063,1,2025-04-18,Cash,Cancelled,15,3
O00550,C093,P015,2,2025-02-03,Card,Delivered,20,3
O00551,C007,P010,8,2025-05-08,Net Banking,Delivered,20,4
O00552,C122,P036,4,2025-05-31,Net Banking,Returned,15,4
O00553,C041,P033,10,2025-06-03,UPI,Shipped,20,3
O00554,C286,P059,4,2025-01-13,Card,Shipped,0,3
O00555,C019,P026,3,2025-01-09,Cash,Cancelled,0,1
O00556,C056,P046,7,2025-02-15,Card,Cancelled,20,5
O00557,C294,P043,9,2025-02-15,Net Banking,Cancelled,0,1
O00558,C154,P023,6,2025-04-05,Net Banking,Delivered,15,5
O00559,C034,P026,5,2025-05-01,Card,Delivered,10,3
O00560,C270,P022,7,2025-05-15,Card,Shipped,20,1
O00561,C056,P045,10,2025-06-11,UPI,Returned,20,3
O00562,C219,P033,10,2025-03-23,Cash,Cancelled,5,5
O00563,C289,P034,8,2025-05-14,Net Banking,Returned,5,5
O00564,C120,P054,5,2025-02-19,UPI,Delivered,0,4
O00565,C061,P051,4,2025-06-07,Net Banking,Returned,0,3
O00566,C180,P029,9,2025-06-13,Card,Delivered,5,3
O00567,C131,P009,2,2025-03-20,Cash,Cancelled,0,1
O00568,C171,P043,6,2025-04-12,UPI,Shipped,5,3
O00569,C174,P021,8,2025-05-02,UPI,Shipped,15,2
O00570,C236,P057,9,2025-03-27,Net Banking,Returned,0,5
O00571,C154,P002,10,2025-06-23,Cash,Delivered,5,5
O00572,C170,P074,6,2025-01-17,Card,Cancelled,0,3
O00573,C193,P025,9,2025-02-12,Net Banking,Shipped,20,1
O00574,C158,P017,6,2025-01-09,Cash,Returned,0,4
O00575,C122,P031,6,2025-04-26,Cash,Shipped,20,3
O00576,C090,P054,2,2025-04-06,UPI,Shipped,0,4
O00577,C260,P008,1,2025-05-04,Card,Shipped,10,4
O00578,C269,P004,5,2025-03-25,Card,Delivered,20,2
O00579,C106,P062,1,2025-04-28,Net Banking,Delivered,0,3
O00580,C023,P030,10,2025-01-23,Cash,Returned,0,1
O00581,C267,P014,5,2025-01-06,Cash,Shipped,10,2
O00582,C099,P033,5,2025-03-12,Cash,Returned,0,3
O00583,C077,P028,3,2025-03-12,UPI,Delivered,20,5
O00584,C264,P050,2,2025-02-22,Cash,Cancelled,10,2
O00585,C146,P032,10,2025-03-04,Card,Delivered,10,5
O00586,C174,P072,9,2025-04-24,UPI,Shipped,0,4
O00587,C026,P026,2,2025-04-09,UPI,Delivered,15,4
O00588,C092,P067,10,2025-06-01,Net Banking,Cancelled,10,3
O00589,C102,P022,9,2025-01-21,Net Banking,Shipped,0,4
O00590,C050,P010,8,2025-03-21,Net Banking,Returned,5,2
O00591,C074,P038,10,2025-03-08,Cash,Returned,5,3
O00592,C167,P031,8,2025-05-05,UPI,Delivered,15,1
O00593,C180,P014,8,2025-04-29,Card,Cancelled,10,5
O00594,C295,P019,3,2025-05-11,UPI,Returned,0,3
O00595,C285,P005,2,2025-03-19,Net Banking,Returned,20,4
O00596,C123,P048,10,2025-03-04,Card,Returned,15,1
O00597,C175,P006,4,2025-06-27,Net Banking,Returned,20,3
O00598,C279,P045,4,2025-02-14,UPI,Returned,0,5
O00599,C238,P054,6,2025-05-23,UPI,Returned,5,3
O00600,C208,P063,2,2025-06-03,UPI,Returned,10,4
O00601,C032,P058,2,2025-02-25,Card,Delivered,5,2
O00602,C232,P016,9,2025-03-16,Net Banking,Returned,5,2
O00603,C163,P036,5,2025-05-26,Cash,Returned,10,1
O00604,C299,P021,1,2025-06-06,Net Banking,Shipped,10,1
O00605,C190,P059,9,2025-01-14,UPI,Cancelled,0,3
O00606,C016,P018,4,2025-04-21,Net Banking,Cancelled,15,4
O00607,C196,P063,7,2025-05-20,Card,Shipped,15,2
O00608,C097,P068,9,2025-04-09,Cash,Returned,5,3
O00609,C065,P044,3,2025-01-03,UPI,Delivered,5,4
O00610,C224,P045,3,2025-01-22,Card,Returned,15,5
O00611,C218,P055,10,2025-02-16,Net Banking,Returned,20,4
O00612,C197,P068,6,2025-02-27,Card,Returned,20,1
O00613,C296,P002,8,2025-03-02,Cash,Returned,20,5
O00614,C188,P019,1,2025-01-10,Net Banking,Cancelled,0,5
O00615,C247,P063,2,2025-02-06,Cash,Returned,20,1
O00616,C268,P063,10,2025-01-23,Card,Returned,0,5
O00617,C297,P069,5,2025-06-06,UPI,Cancelled,20,1
O00618,C241,P048,8,2025-05-12,Net Banking,Cancelled,15,3
O00619,C151,P044,5,2025-02-12,UPI,Cancelled,20,3
O00620,C032,P050,8,2025-05-29,Card,Delivered,10,5
O00621,C014,P046,5,2025-05-05,UPI,Shipped,20,1
O00622,C143,P021,5,2025-02-03,Cash,Cancelled,10,1
O00623,C058,P075,10,2025-02-14,Card,Returned,10,2
O00624,C134,P062,4,2025-05-05,Card,Delivered,10,1
O00625,C075,P074,10,2025-02-09,Net Banking,Returned,15,2
O00626,C226,P044,3,2025-02-23,Cash,Delivered,10,1
O00627,C027,P027,3,2025-04-29,Net Banking,Returned,10,4
O00628,C273,P051,4,2025-04-08,Net Banking,Returned,10,2
O00629,C272,P001,7,2025-01-04,Cash,Returned,15,3
O00630,C272,P019,1,2025-01-25,Cash,Returned,20,3
O00631,C172,P058,5,2025-03-10,UPI,Cancelled,20,4
O00632,C237,P019,4,2025-06-22,Card,Cancelled,5,3
O00633,C281,P052,1,2025-06-22,UPI,Delivered,0,4
O00634,C051,P038,9,2025-01-27,Net Banking,Cancelled,5,3
O00635,C129,P005,4,2025-01-09,UPI,Delivered,0,5
O00636,C112,P002,10,2025-06-13,UPI,Delivered,0,5
O00637,C067,P007,7,2025-06-18,Card,Delivered,5,3
O00638,C151,P069,8,2025-06-19,UPI,Returned,10,4
O00639,C166,P054,5,2025-02-11,UPI,Cancelled,0,4
O00640,C199,P006,6,2025-01-16,Cash,Cancelled,5,4
O00641,C036,P063,8,2025-02-21,Net Banking,Shipped,15,1
O00642,C074,P032,9,2025-04-21,Card,Delivered,15,3
O00643,C053,P031,1,2025-01-19,UPI,Cancelled,15,1
O00644,C255,P071,3,2025-06-17,UPI,Delivered,15,3
O00645,C078,P072,6,2025-04-11,UPI,Returned,15,4
O00646,C207,P050,2,2025-05-19,Card,Delivered,15,4
O00647,C063,P058,10,2025-05-18,Cash,Cancelled,10,4
O00648,C029,P028,2,2025-04-04,Cash,Delivered,15,3
O00649,C104,P047,3,2025-05-22,UPI,Returned,5,3
O00650,C200,P054,2,2025-06-11,Cash,Returned,0,4
O00651,C098,P044,3,2025-01-10,Card,Delivered,20,2
O00652,C251,P024,7,2025-01-17,Cash,Returned,20,4
O00653,C009,P072,1,2025-03-28,UPI,Cancelled,0,4
O00654,C061,P047,4,2025-06-17,Net Banking,Shipped,20,2
O00655,C037,P022,1,2025-02-06,Net Banking,Delivered,15,5
O00656,C024,P002,4,2025-06-29,Card,Delivered,5,1
O00657,C158,P071,2,2025-04-27,Card,Delivered,0,1
O00658,C255,P032,10,2025-06-07,Card,Delivered,5,4
O00659,C173,P043,7,2025-03-25,UPI,Shipped,10,2
O00660,C024,P072,10,2025-02-14,Cash,Delivered,0,3
O00661,C073,P074,7,2025-02-13,Cash,Shipped,15,2
O00662,C298,P024,1,2025-02-04,UPI,Returned,5,1
O00663,C250,P062,2,2025-01-02,UPI,Shipped,0,5
O00664,C146,P069,7,2025-06-27,Net Banking,Shipped,5,2
O00665,C139,P047,9,2025-04-26,Net Banking,Shipped,5,5
O00666,C020,P075,10,2025-02-16,Net Banking,Delivered,10,3
O00667,C215,P044,1,2025-05-23,Card,Shipped,0,5
O00668,C049,P067,10,2025-04-03,Card,Returned,5,3
O00669,C028,P061,4,2025-01-29,Card,Returned,15,2
O00670,C082,P029,1,2025-01-14,Cash,Cancelled,5,4
O00671,C129,P034,6,2025-06-07,Net Banking,Delivered,0,1
O00672,C276,P073,3,2025-02-10,UPI,Returned,20,1
O00673,C037,P021,4,2025-04-24,Cash,Returned,5,3
O00674,C118,P052,2,2025-03-25,Card,Delivered,5,4
O00675,C103,P075,7,2025-02-26,UPI,Returned,20,4
O00676,C028,P030,7,2025-02-07,Card,Returned,5,4
O00677,C192,P053,3,2025-04-28,Card,Cancelled,10,2
O00678,C172,P038,3,2025-01-09,UPI,Cancelled,5,1
O00679,C239,P072,8,2025-04-18,Card,Cancelled,5,3
O00680,C081,P046,10,2025-02-13,Card,Delivered,15,5
O00681,C251,P064,4,2025-06-01,Net Banking,Returned,10,1
O00682,C220,P046,4,2025-03-05,Cash,Returned,20,2
O00683,C077,P013,10,2025-01-02,Net Banking,Delivered,0,4
O00684,C259,P040,1,2025-04-19,Net Banking,Returned,0,4
O00685,C254,P009,4,2025-01-22,UPI,Returned,5,2
O00686,C184,P001,5,2025-03-03,UPI,Delivered,15,3
O00687,C083,P044,8,2025-05-27,UPI,Returned,15,2
O00688,C208,P045,3,2025-04-05,Net Banking,Delivered,0,4
O00689,C171,P051,9,2025-01-09,Cash,Returned,10,5
O00690,C278,P063,10,2025-02-23,UPI,Cancelled,0,5
O00691,C187,P065,1,2025-01-29,Net Banking,Cancelled,15,5
O00692,C021,P001,6,2025-04-04,Card,Delivered,20,2
O00693,C071,P019,6,2025-03-03,UPI,Returned,20,2
O00694,C116,P027,6,2025-04-01,Cash,Returned,10,1
O00695,C033,P062,6,2025-03-30,Net Banking,Returned,20,5
O00696,C063,P041,8,2025-05-17,Cash,Returned,20,3
O00697,C034,P015,4,2025-04-28,UPI,Delivered,15,2
O00698,C148,P073,2,2025-01-28,Card,Cancelled,0,2
O00699,C255,P029,3,2025-02-22,UPI,Cancelled,15,5
O00700,C068,P014,8,2025-03-30,Net Banking,Returned,0,3
O00701,C097,P026,2,2025-01-06,Card,Cancelled,15,5
O00702,C176,P023,6,2025-05-05,Net Banking,Returned,10,5
O00703,C068,P003,5,2025-02-13,Cash,Shipped,15,3
O00704,C148,P026,1,2025-02-07,Cash,Cancelled,15,2
O00705,C083,P015,9,2025-03-15,Card,Shipped,5,2
O00706,C122,P038,2,2025-01-11,Cash,Shipped,15,3
O00707,C190,P037,3,2025-02-22,UPI,Cancelled,10,2
O00708,C191,P017,8,2025-05-19,Card,Cancelled,0,1
O00709,C208,P007,8,2025-02-07,Net Banking,Cancelled,5,1
O00710,C280,P002,9,2025-03-26,Cash,Returned,10,5
O00711,C076,P036,10,2025-04-24,Cash,Delivered,15,1
O00712,C072,P053,9,2025-01-30,Cash,Delivered,15,5
O00713,C113,P027,8,2025-04-02,UPI,Cancelled,0,5
O00714,C100,P061,10,2025-05-15,Card,Cancelled,5,1
O00715,C043,P067,9,2025-04-25,UPI,Returned,5,4
O00716,C163,P053,10,2025-06-04,UPI,Cancelled,15,2
O00717,C219,P040,6,2025-04-09,Cash,Delivered,10,3
O00718,C180,P013,5,2025-04-25,UPI,Shipped,15,4
O00719,C227,P025,5,2025-02-11,Net Banking,Returned,5,5
O00720,C045,P074,3,2025-02-23,Cash,Returned,20,3
O00721,C034,P042,10,2025-04-07,UPI,Delivered,15,3
O00722,C213,P018,3,2025-05-23,Net Banking,Shipped,5,2
O00723,C196,P059,5,2025-05-22,Net Banking,Delivered,10,5
O00724,C156,P037,8,2025-05-24,Net Banking,Shipped,0,1
O00725,C079,P044,5,2025-03-18,Net Banking,Delivered,10,4
O00726,C092,P032,8,2025-06-26,Card,Delivered,0,3
O00727,C253,P059,2,2025-06-03,Cash,Returned,20,4
O00728,C133,P067,8,2025-06-27,UPI,Cancelled,20,5
O00729,C009,P074,5,2025-02-11,UPI,Shipped,10,4
O00730,C070,P072,6,2025-02-11,UPI,Cancelled,10,4
O00731,C183,P069,1,2025-03-16,Cash,Delivered,20,2
O00732,C094,P037,2,2025-06-03,Card,Cancelled,10,3
O00733,C139,P023,6,2025-01-25,Cash,Shipped,0,2
O00734,C266,P057,5,2025-04-06,Net Banking,Returned,10,2
O00735,C053,P044,4,2025-02-09,Card,Shipped,20,5
O00736,C270,P019,9,2025-05-22,UPI,Returned,15,1
O00737,C060,P056,3,2025-01-05,Net Banking,Cancelled,10,3
O00738,C072,P072,8,2025-06-02,Cash,Shipped,10,1
O00739,C061,P032,4,2025-02-02,Card,Shipped,10,2
O00740,C108,P050,3,2025-01-21,Net Banking,Delivered,0,1
O00741,C248,P021,7,2025-01-11,Card,Delivered,0,5
O00742,C031,P024,8,2025-01-31,Cash,Delivered,0,3
O00743,C006,P061,2,2025-02-01,Card,Shipped,5,3
O00744,C015,P071,2,2025-02-07,Cash,Cancelled,10,2
O00745,C257,P026,10,2025-03-03,UPI,Delivered,20,1
O00746,C271,P073,4,2025-02-19,Cash,Shipped,20,1
O00747,C051,P007,4,2025-05-10,Net Banking,Cancelled,20,2
O00748,C226,P008,2,2025-02-16,Cash,Returned,15,2
O00749,C264,P016,4,2025-04-15,UPI,Cancelled,0,4
O00750,C057,P068,9,2025-02-04,Net Banking,Cancelled,10,5
O00751,C021,P067,2,2025-03-25,Net Banking,Delivered,15,3
O00752,C234,P039,10,2025-03-21,Net Banking,Shipped,20,4
O00753,C149,P075,7,2025-02-18,UPI,Returned,10,2
O00754,C007,P011,8,2025-06-22,UPI,Returned,15,5
O00755,C044,P003,2,2025-02-06,Net Banking,Returned,20,1
O00756,C087,P042,2,2025-04-04,Card,Cancelled,5,5
O00757,C207,P074,2,2025-03-01,Net Banking,Returned,10,5
O00758,C140,P018,7,2025-04-02,Net Banking,Returned,15,5
O00759,C143,P066,3,2025-04-27,UPI,Delivered,10,4
O00760,C255,P004,4,2025-06-10,Card,Delivered,0,1
O00761,C035,P059,8,2025-06-23,UPI,Shipped,15,5
O00762,C168,P061,3,2025-03-19,UPI,Delivered,20,4
O00763,C239,P052,4,2025-03-17,Net Banking,Returned,20,3
O00764,C278,P040,6,2025-05-19,UPI,Delivered,15,1
O00765,C197,P042,8,2025-03-22,Net Banking,Returned,15,1
O00766,C017,P040,3,2025-05-23,Cash,Shipped,15,4
O00767,C069,P034,5,2025-04-10,Net Banking,Delivered,20,4
O00768,C284,P056,9,2025-05-27,Net Banking,Returned,20,2
O00769,C260,P052,1,2025-04-11,Cash,Returned,20,4
O00770,C181,P066,5,2025-03-24,UPI,Delivered,20,1
O00771,C066,P042,6,2025-03-31,UPI,Cancelled,15,1
O00772,C220,P045,6,2025-04-02,Net Banking,Cancelled,0,2
O00773,C127,P064,4,2025-06-15,Cash,Delivered,0,3
O00774,C059,P060,6,2025-02-13,UPI,Cancelled,0,4
O00775,C217,P034,10,2025-05-12,Net Banking,Cancelled,0,4
O00776,C012,P018,6,2025-04-07,Net Banking,Cancelled,20,1
O00777,C251,P022,2,2025-06-26,Card,Cancelled,15,5
O00778,C174,P011,3,2025-06-07,Cash,Cancelled,15,2
O00779,C255,P014,2,2025-05-18,Card,Cancelled,10,1
O00780,C153,P051,10,2025-04-13,Card,Delivered,20,1
O00781,C173,P031,5,2025-01-18,Net Banking,Returned,5,3
O00782,C040,P040,5,2025-05-10,Cash,Returned,20,3
O00783,C103,P020,7,2025-04-13,Cash,Returned,20,2
O00784,C010,P030,9,2025-02-17,Net Banking,Shipped,15,3
O00785,C273,P014,10,2025-04-22,UPI,Shipped,10,4
O00786,C076,P024,4,2025-02-08,Cash,Returned,15,3
O00787,C033,P024,4,2025-04-16,Cash,Cancelled,5,3
O00788,C121,P033,7,2025-03-03,UPI,Shipped,5,1
O00789,C126,P072,5,2025-04-29,Net Banking,Returned,15,1
O00790,C104,P019,3,2025-03-11,Card,Delivered,10,3
O00791,C282,P064,3,2025-06-14,UPI,Returned,0,1
O00792,C043,P032,6,2025-06-04,Cash,Delivered,15,3
O00793,C047,P019,7,2025-02-05,Card,Delivered,20,5
O00794,C062,P044,9,2025-06-20,Cash,Returned,0,2
O00795,C063,P016,6,2025-03-26,Net Banking,Shipped,15,2
O00796,C074,P055,2,2025-02-14,Card,Cancelled,15,4
O00797,C131,P053,10,2025-01-15,Net Banking,Cancelled,0,3
O00798,C280,P073,7,2025-05-02,Card,Cancelled,5,3
O00799,C244,P074,6,2025-03-20,UPI,Delivered,0,2
O00800,C130,P066,9,2025-04-09,Cash,Cancelled,0,5
O00801,C122,P004,8,2025-04-10,UPI,Returned,10,3
O00802,C047,P039,4,2025-03-18,Card,Shipped,15,3
O00803,C209,P005,1,2025-03-12,UPI,Returned,15,4
O00804,C171,P022,7,2025-01-26,Card,Cancelled,20,1
O00805,C181,P072,7,2025-06-04,Cash,Returned,0,1
O00806,C095,P018,8,2025-06-14,Card,Delivered,15,2
O00807,C157,P021,6,2025-05-28,UPI,Delivered,5,2
O00808,C265,P006,3,2025-06-02,Net Banking,Cancelled,15,4
O00809,C069,P039,5,2025-02-14,Cash,Cancelled,5,1
O00810,C213,P050,6,2025-02-16,Net Banking,Returned,20,2
O00811,C011,P057,1,2025-05-23,Card,Delivered,15,2
O00812,C135,P055,3,2025-01-13,Net Banking,Returned,20,3
O00813,C077,P001,2,2025-04-05,Card,Delivered,0,5
O00814,C223,P065,8,2025-06-22,Net Banking,Delivered,5,2
O00815,C098,P009,5,2025-03-15,Net Banking,Returned,5,4
O00816,C106,P061,10,2025-02-25,Cash,Shipped,15,2
O00817,C210,P003,3,2025-01-08,Cash,Cancelled,5,5
O00818,C231,P032,4,2025-04-05,Net Banking,Delivered,0,4
O00819,C069,P049,6,2025-06-27,Net Banking,Shipped,15,4
O00820,C132,P043,2,2025-01-25,UPI,Delivered,10,2
O00821,C242,P066,6,2025-06-05,UPI,Delivered,10,5
O00822,C196,P070,5,2025-04-12,Cash,Shipped,20,1
O00823,C298,P041,3,2025-03-08,Card,Returned,10,4
O00824,C068,P001,2,2025-03-23,Net Banking,Shipped,10,1
O00825,C161,P045,1,2025-02-02,Net Banking,Cancelled,10,4
O00826,C145,P021,5,2025-06-06,Cash,Cancelled,15,2
O00827,C162,P050,8,2025-02-08,Net Banking,Delivered,5,2
O00828,C028,P065,4,2025-02-16,UPI,Returned,10,2
O00829,C240,P032,7,2025-01-30,Net Banking,Delivered,15,3
O00830,C288,P034,8,2025-04-28,Net Banking,Delivered,5,1
O00831,C179,P058,2,2025-02-22,Cash,Shipped,5,5
O00832,C140,P050,10,2025-06-19,Card,Delivered,20,5
O00833,C093,P004,7,2025-01-20,Card,Returned,0,3
O00834,C014,P023,5,2025-06-24,UPI,Returned,10,5
O00835,C055,P050,6,2025-02-09,UPI,Delivered,15,4
O00836,C233,P011,5,2025-06-02,UPI,Cancelled,0,5
O00837,C232,P064,6,2025-05-26,Card,Shipped,0,3
O00838,C166,P044,1,2025-01-19,Net Banking,Delivered,15,3
O00839,C092,P039,4,2025-04-13,UPI,Delivered,5,2
O00840,C199,P061,7,2025-03-14,Card,Delivered,10,4
O00841,C222,P018,5,2025-06-25,Card,Cancelled,0,3
O00842,C263,P009,4,2025-05-06,Net Banking,Returned,15,3
O00843,C289,P021,10,2025-04-19,UPI,Returned,10,5
O00844,C096,P020,7,2025-06-11,Net Banking,Delivered,0,5
O00845,C175,P024,8,2025-06-23,Card,Shipped,15,5
O00846,C269,P070,2,2025-03-16,Net Banking,Returned,0,4
O00847,C154,P019,3,2025-02-02,Cash,Shipped,20,4
O00848,C152,P009,10,2025-01-13,UPI,Delivered,20,1
O00849,C262,P038,7,2025-04-16,UPI,Returned,20,3
O00850,C182,P029,5,2025-05-30,UPI,Delivered,0,4
O00851,C092,P043,3,2025-04-11,UPI,Delivered,15,3
O00852,C161,P011,10,2025-04-27,Net Banking,Cancelled,10,2
O00853,C109,P064,3,2025-01-21,Cash,Delivered,15,5
O00854,C010,P063,1,2025-04-12,UPI,Delivered,5,4
O00855,C236,P062,7,2025-06-18,Net Banking,Cancelled,20,5
O00856,C185,P019,7,2025-03-19,UPI,Shipped,5,1
O00857,C098,P016,2,2025-01-05,Card,Delivered,5,4
O00858,C075,P048,4,2025-04-22,Card,Delivered,10,4
O00859,C076,P007,8,2025-04-19,UPI,Delivered,5,2
O00860,C228,P026,8,2025-05-01,UPI,Returned,20,2
O00861,C104,P041,5,2025-05-26,Net Banking,Delivered,10,1
O00862,C053,P045,7,2025-04-17,Net Banking,Cancelled,0,4
